id_pagamento,id_contrato,numero_parcela,data_vencimento,data_pagamento,valor_parcela,valor_pago,forma_pagamento,indicador_contemplado,dias_atraso,pagamento_em_dia,percentual_pago,nome_assessoria,data_envio_assessoria,dias_em_atraso_inicial,valor_inadimplente_inicial,status_cobranca,score_interno_risco,regiao_cliente
PAG_0062108,CONTR_2026_07248,12,2025-09-26,2025-09-25,1500,1500.0,Boleto,Não,-1.0,True,1.0,Acerta Crédito Integrado,2026-03-16,86,8688.28,Insucesso,22.0,Sudeste
PAG_0062109,CONTR_2026_07527,48,2025-12-07,2026-03-15,450,473.55,Pix,Não,98.0,False,1.0523333333333333,Nexus Mediação Financeira,2026-03-08,114,1490538.0,Em Aberto,90.0,Nordeste
PAG_0062110,CONTR_2026_04287,34,2025-10-13,2025-10-10,600,600.0,Débito Automático,Não,-3.0,True,1.0,Acerta Crédito Integrado,2026-01-21,123,2602.56,Acordo Firmado,41.0,Nordeste
PAG_0062111,CONTR_2026_09910,49,2025-12-07,2025-12-02,600,600.0,Boleto,Sim,-5.0,True,1.0,Fênix Recuperação de Crédito,2026-01-19,66,3257.83,Em Aberto,66.0,Nordeste
PAG_0062112,CONTR_2026_01958,43,2025-11-18,2025-11-17,450,450.0,Pix,Não,-1.0,True,1.0,Vértice Asset & Cobrança,2026-03-02,108,4197.23,Em Aberto,38.0,Sudeste
PAG_0062113,CONTR_2026_09852,11,2025-05-09,2025-05-16,850,868.96,Boleto,Não,7.0,False,1.0223058823529412,Vértice Asset & Cobrança ,2026-03-10,118,12493.07,Em Aberto,30.0,Nordeste
PAG_0062114,CONTR_2026_03089,7,2025-06-20,2025-07-16,450,462.86,Boleto,Não,26.0,False,1.0285777777777778,Nexus Mediação Financeira,2026-01-08,147,2653.09,Acordo Firmado,44.0,Nordeste
PAG_0062115,CONTR_2026_05190,40,2026-03-08,2026-03-03,450,450.0,Boleto,Não,-5.0,True,1.0,Vértice Asset & Cobrança,2026-01-05,118,7191.21,Em Aberto,69.0,Nordeste
PAG_0062116,CONTR_2026_01828,33,2025-07-23,2025-07-19,450,450.0,Boleto,Não,-4.0,True,1.0,Vértice Asset & Cobrança ,2026-04-29,133,16887.16,Em Aberto,15.0,Norte
PAG_0062117,CONTR_2026_09309,29,2025-03-22,2025-04-28,450,464.49,Pix,Não,37.0,False,1.0322,Fênix Recuperação de Crédito,2026-02-08,106,3241.25,Insucesso,14.0,Sudeste
PAG_0062118,CONTR_2026_02006,54,2025-07-26,,850,0.0,Pix,Sim,0.0,True,0.0,Acerta Crédito Integrado,2026-04-01,99,5222.84,Em Aberto,32.0,Sudeste
PAG_0062119,CONTR_2026_01162,26,2025-02-12,,850,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-21,147,1630.94,Acordo Firmado,91.0,Nordeste
PAG_0062120,CONTR_2026_06591,39,2025-06-14,,600,0.0,Pix,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-04-20,148,12197.07,Acordo Firmado,7.0,Nordeste
PAG_0062121,CONTR_2026_00168,45,2025-09-19,,600,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-09,49,1774.39,Em Aberto,97.0,Nordeste
PAG_0062122,CONTR_2026_08481,53,2025-10-27,2025-10-27,600,600.0,Boleto,Sim,0.0,True,1.0,Fênix Recuperação de Crédito,2026-04-15,108,7085.78,Em Aberto,77.0,Sudeste
PAG_0062123,CONTR_2026_01038,34,2025-09-06,2025-10-27,600,622.1,Boleto,Não,51.0,False,1.0368333333333333,Acerta Crédito Integrado,2026-04-20,47,6341.26,Acordo Firmado,7.0,Nordeste
PAG_0062124,CONTR_2026_06199,5,2026-01-09,2026-01-04,450,450.0,Pix,Não,-5.0,True,1.0,Fênix Recuperação de Crédito,2026-03-19,63,450064.0,Acordo Firmado,35.0,Nordeste
PAG_0062125,CONTR_2026_04824,40,2025-09-30,2025-09-25,450,450.0,Pix,Não,-5.0,True,1.0,Vértice Asset & Cobrança,2026-03-24,91,2008.59,Em Aberto,78.0,Nordeste
PAG_0062126,CONTR_2026_07529,49,2025-12-15,,600,0.0,Débito Automático,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-02-19,76,16499.11,Insucesso,94.0,Sudeste
PAG_0062127,CONTR_2026_03974,22,2025-04-17,2025-04-14,600,600.0,Boleto,Não,-3.0,True,1.0,Acerta Crédito Integrado,2026-04-25,117,2137.25,Ajuizado,83.0,Sudeste
PAG_0062128,CONTR_2026_09377,54,2025-05-20,2025-08-30,600,632.2,Pix,Não,102.0,False,1.0536666666666668,Nexus Mediação Financeira,2026-03-14,115,2719.81,Acordo Firmado,86.0,Sul
PAG_0062129,CONTR_2026_09675,47,2025-06-09,,600,0.0,Pix,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-03-19,27,2358.82,Em Aberto,59.0,Nordeste
PAG_0062130,CONTR_2026_00200,26,2025-08-31,2025-09-20,600,615.96,Boleto,Não,20.0,False,1.0266,Acerta Crédito Integrado,2026-01-23,84,3297.59,Ajuizado,35.0,Sul
PAG_0062131,CONTR_2026_08527,23,2025-10-12,2025-10-12,600,600.0,Boleto,Não,0.0,True,1.0,Vértice Asset & Cobrança,2026-04-07,109,2390.93,Acordo Firmado,14.0,Nordeste
PAG_0062132,CONTR_2026_03414,3,2025-10-17,2025-10-27,600,613.98,Pix,Não,10.0,False,1.0233,Vértice Asset & Cobrança,2026-02-21,63,31160.43,Ajuizado,76.0,Sul
PAG_0062133,CONTR_2026_00179,2,2026-02-15,,850,0.0,Pix,Sim,0.0,True,0.0,fênix recuperação de crédito,2026-03-15,55,13262.38,Insucesso,93.0,Sul
PAG_0062134,CONTR_2026_08642,54,2026-01-20,2026-01-18,1500,1500.0,Pix,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-03-25,31,3628.3,Acordo Firmado,3.0,Nordeste
PAG_0062135,CONTR_2026_01725,27,2026-03-12,2026-04-12,600,618.14,Débito Automático,Sim,31.0,False,1.0302333333333333,Nexus Mediação Financeira,2026-04-18,23,1605.7,Acordo Firmado,76.0,Nordeste
PAG_0062136,CONTR_2026_01180,36,2025-10-13,2025-12-08,450,467.32,Pix,Não,56.0,False,1.0384888888888888,Nexus Mediação Financeira,2026-01-15,-999,4959.91,Em Aberto,56.0,Sudeste
PAG_0062137,CONTR_2026_04836,26,2025-03-31,2025-04-18,600,615.56,Boleto,Não,18.0,False,1.0259333333333331,Fênix Recuperação de Crédito,2026-01-30,99,1483.6,Ajuizado,85.0,Sudeste
PAG_0062138,CONTR_2026_00868,11,2025-02-12,2025-02-09,450,450.0,Boleto,Não,-3.0,True,1.0,Fênix Recuperação de Crédito,2026-02-06,43,8951.15,Acordo Firmado,60.0,Sudeste
PAG_0062139,CONTR_2026_00978,37,2025-01-09,2025-02-16,450,464.64,Boleto,Sim,38.0,False,1.0325333333333333,Fênix Recuperação de Crédito,2026-01-28,33,10435.56,Ajuizado,57.0,Sul
PAG_0062140,CONTR_2026_03641,20,2026-02-05,2026-02-03,600,600.0,Pix,Não,-2.0,True,1.0,Fênix Recuperação de Crédito,2026-01-13,115,5046.15,Em Aberto,37.0,Sudeste
PAG_0062141,CONTR_2026_08858,50,2026-01-21,2026-05-11,600,633.78,Boleto,Não,110.0,False,1.0563,Fênix Recuperação de Crédito,2026-03-11,73,5220.45,Em Aberto,27.0,Sul
PAG_0062142,CONTR_2026_00783,35,2025-10-27,,450,0.0,Boleto,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-28,127,18442.15,Em Aberto,97.0,Nordeste
PAG_0062143,CONTR_2026_04298,15,2025-11-17,2025-11-13,850,850.0,Boleto,Não,-4.0,True,1.0,Fênix Recuperação de Crédito,2026-03-14,98,4445.36,Em Aberto,85.0,Sudeste
PAG_0062144,CONTR_2026_08039,37,2025-07-04,,450,0.0,Boleto,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-02-12,124,8502.6,Acordo Firmado,22.0,Centro-Oeste
PAG_0062145,CONTR_2026_06733,3,2025-01-03,2025-03-15,600,626.06,Boleto,Não,71.0,False,1.0434333333333332,fênix recuperação de crédito,2026-01-24,114,13268.26,Em Aberto,44.0,Sul
PAG_0062146,CONTR_2026_09680,47,2025-02-21,2025-05-04,850,887.2,Boleto,Não,72.0,False,1.043764705882353,Vértice Asset & Cobrança,2026-02-25,62,3734.17,Acordo Firmado,1.0,Sul
PAG_0062147,CONTR_2026_03551,34,2025-02-28,,600,0.0,Débito Automático,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-03-25,46,11298.54,Em Aberto,81.0,Sudeste
PAG_0062148,CONTR_2026_08001,9,2026-01-02,2025-12-31,600,600.0,Débito Automático,Não,-2.0,True,1.0,Acerta Crédito Integrado,2026-02-09,108,1302.68,Insucesso,41.0,Sudeste
PAG_0062149,CONTR_2026_07537,39,2025-01-27,2025-04-07,1200,1251.72,Boleto,Não,70.0,False,1.0431,Acerta Crédito Integrado,2026-03-18,78,7718.41,Ajuizado,82.0,Sudeste
PAG_0062150,CONTR_2026_03451,48,2025-04-06,,600,0.0,Boleto,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-04-20,49,16872.75,Insucesso,22.0,Sudeste
PAG_0062151,CONTR_2026_08315,56,2025-08-06,,850,0.0,Pix,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-03-31,106,2162.63,Em Aberto,61.0,Nordeste
PAG_0062152,CONTR_2026_06198,8,2026-02-25,2026-02-24,600,600.0,Pix,Sim,-1.0,True,1.0,Acerta Crédito Integrado,2026-03-31,121,1451.12,Ajuizado,91.0,Sudeste
PAG_0062153,CONTR_2026_05591,25,2025-05-09,2025-05-07,600,600.0,Pix,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-04-29,81,7172.41,Em Aberto,69.0,Centro-Oeste
PAG_0062154,CONTR_2026_07374,26,2025-05-10,2025-05-20,450,460.49,Boleto,Sim,10.0,False,1.023311111111111,Nexus Mediação Financeira,2026-04-22,23,6426.08,Em Aberto,36.0,Nordeste
PAG_0062155,CONTR_2026_06311,53,2025-05-31,2025-05-29,850,850.0,Pix,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-03-22,79,142078.0,Acordo Firmado,92.0,Sul
PAG_0062156,CONTR_2026_05086,44,2026-02-28,2026-03-12,450,460.78,Boleto,Sim,12.0,False,1.0239555555555555,Nexus Mediação Financeira,2026-04-25,93,12803.15,Acordo Firmado,87.0,Sudeste
PAG_0062157,CONTR_2026_00960,51,2025-01-21,,600,0.0,Boleto,Sim,0.0,True,0.0,Acerta Crédito Integrado,2026-01-25,68,5741.01,Acordo Firmado,85.0,Nordeste
PAG_0062158,CONTR_2026_05131,40,2025-03-13,2025-06-06,450,471.62,Débito Automático,Sim,85.0,False,1.0480444444444446,Nexus Mediação Financeira,2026-02-26,81,67840.0,Em Aberto,1.0,Centro-Oeste
PAG_0062159,CONTR_2026_09599,31,2025-12-27,2025-12-27,1200,1200.0,Pix,Sim,0.0,True,1.0,Fênix Recuperação de Crédito,2026-02-04,82,4677.27,Em Aberto,64.0,Sudeste
PAG_0062160,CONTR_2026_04605,45,2025-02-01,,600,0.0,Débito Automático,Sim,0.0,True,0.0,Acerta Crédito Integrado,2026-01-16,69,226475.0,Em Aberto,2.0,Sul
PAG_0062161,CONTR_2026_08756,59,2025-10-24,2025-10-22,600,600.0,Pix,Não,-2.0,True,1.0,Acerta Crédito Integrado,2026-03-19,128,4286.77,Insucesso,30.0,Nordeste
PAG_0062162,CONTR_2026_00725,49,2025-02-18,,450,0.0,Pix,Sim,0.0,True,0.0,Nexus Mediação Financeira,2026-03-26,111,6873.53,Insucesso,45.0,Sudeste
PAG_0062163,CONTR_2026_07222,4,2025-05-23,,1500,0.0,Boleto,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-01,119,1541.1,Acordo Firmado,25.0,Nordeste
PAG_0062164,CONTR_2026_08439,50,2025-03-23,,1500,0.0,Pix,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-02-06,56,8375.84,Em Aberto,32.0,Nordeste
PAG_0062165,CONTR_2026_02629,50,2026-02-03,2026-02-01,600,600.0,Boleto,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-01-26,88,884635.0,Em Aberto,95.0,Sudeste
PAG_0062166,CONTR_2026_06284,1,2025-10-05,2025-10-09,600,612.79,Boleto,Não,4.0,False,1.0213166666666667,Acerta Crédito Integrado,2026-03-16,111,6643.51,Insucesso,36.0,Sudeste
PAG_0062167,CONTR_2026_08597,26,2025-09-23,2025-09-21,600,600.0,Boleto,Não,-2.0,True,1.0,Nexus Mediação Financeira,2026-03-09,95,1373.77,Insucesso,4.0,Sudeste
PAG_0062168,CONTR_2026_01248,16,2025-04-18,2025-08-05,600,633.58,Boleto,Não,109.0,False,1.0559666666666667,Fênix Recuperação de Crédito,2026-03-18,82,1260.83,Em Aberto,70.0,Sudeste
PAG_0062169,CONTR_2026_02395,52,2026-02-04,2026-02-10,850,868.68,Boleto,Não,6.0,False,1.0219764705882353,Acerta Crédito Integrado,2026-02-14,133,1495.6,Em Aberto,49.0,Nordeste
PAG_0062170,CONTR_2026_04959,15,2025-02-21,2025-02-21,850,850.0,Boleto,Não,0.0,True,1.0,Fênix Recuperação de Crédito,2026-04-16,98,3464.82,Em Aberto,26.0,Sudeste
PAG_0062171,CONTR_2026_06518,4,2025-12-14,2025-12-12,1200,1200.0,Boleto,Não,-2.0,True,1.0,Acerta Crédito Integrado,2026-01-17,73,3001.34,Em Aberto,28.0,Sudeste
PAG_0062172,CONTR_2026_01228,31,2025-10-10,2025-10-09,600,600.0,Débito Automático,Não,-1.0,True,1.0,Vértice Asset & Cobrança,2026-04-21,95,9749.3,Acordo Firmado,82.0,Sul
PAG_0062173,CONTR_2026_08825,34,2025-05-10,2025-05-10,450,450.0,Pix,Sim,0.0,True,1.0,Acerta Crédito Integrado,2026-03-12,80,68622.0,Em Aberto,9.0,Nordeste
PAG_0062174,CONTR_2026_06436,45,2025-06-08,,1200,0.0,Boleto,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-02-28,110,812966.0,Acordo Firmado,62.0,Sudeste
PAG_0062175,CONTR_2026_06421,34,2025-02-17,2025-02-17,850,850.0,Boleto,Sim,0.0,True,1.0,Vértice Asset & Cobrança ,2026-02-22,65,1205.02,Em Aberto,12.0,Nordeste
PAG_0062176,CONTR_2026_06143,60,2025-07-08,,450,0.0,Boleto,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-04-08,100,3964.25,Acordo Firmado,47.0,Nordeste
PAG_0062177,CONTR_2026_08851,9,2025-03-02,2025-04-06,600,618.93,Boleto,Sim,35.0,False,1.03155,fênix recuperação de crédito,2026-03-03,67,1838.47,Acordo Firmado,74.0,Sudeste
PAG_0062178,CONTR_2026_07505,22,2025-08-19,,450,0.0,Boleto,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-03-18,117,16047.15,Insucesso,26.0,Norte
PAG_0062179,CONTR_2026_01124,58,2025-03-10,2025-03-06,600,600.0,Pix,Sim,-4.0,True,1.0,Acerta Crédito Integrado,2026-02-28,65,5559.54,Insucesso,18.0,Nordeste
PAG_0062180,CONTR_2026_06301,13,2025-10-12,,850,0.0,Boleto,Sim,0.0,True,0.0,Acerta Crédito Integrado,2026-04-10,97,5746.86,Em Aberto,62.0,Sudeste
PAG_0062181,CONTR_2026_09076,26,2025-05-13,2025-05-09,850,850.0,Boleto,Não,-4.0,True,1.0,Acerta Crédito Integrado,2026-02-25,83,8369.9,Ajuizado,42.0,Nordeste
PAG_0062182,CONTR_2026_08889,59,2025-05-19,,850,0.0,Boleto,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-25,43,13147.48,Em Aberto,86.0,Nordeste
PAG_0062183,CONTR_2026_08907,23,2025-01-05,2025-01-05,450,450.0,Boleto,Não,0.0,True,1.0,Nexus Mediação Financeira,2026-03-10,128,1411.27,Em Aberto,95.0,Sudeste
PAG_0062184,CONTR_2026_06291,23,2025-10-04,2025-10-04,450,450.0,Pix,Não,0.0,True,1.0,Fênix Recuperação de Crédito,2026-02-13,67,6148.77,Ajuizado,66.0,Sudeste
PAG_0062185,CONTR_2026_03990,48,2025-08-11,2025-08-07,450,450.0,Boleto,Sim,-4.0,True,1.0,Acerta Crédito Integrado,2026-04-30,86,528564.0,Acordo Firmado,56.0,Sudeste
PAG_0062186,CONTR_2026_00242,48,2025-02-08,2025-02-04,1200,1200.0,Boleto,Não,-4.0,True,1.0,Vértice Asset & Cobrança ,2026-03-12,113,1249.13,Acordo Firmado,28.0,Sul
PAG_0062187,CONTR_2026_04275,38,2026-02-17,2026-03-02,1200,1229.15,Boleto,Sim,13.0,False,1.0242916666666668,Nexus Mediação Financeira,2026-03-06,47,2095.66,Acordo Firmado,81.0,Sul
PAG_0062188,CONTR_2026_02228,26,2025-12-04,2026-01-05,450,463.75,Pix,Não,32.0,False,1.0305555555555554,Nexus Mediação Financeira,2026-01-08,79,2155.1,Em Aberto,98.0,Sul
PAG_0062189,CONTR_2026_07025,20,2025-11-27,,850,0.0,Pix,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-04-20,109,9918.15,Em Aberto,96.0,Sudeste
PAG_0062190,CONTR_2026_09532,6,2025-03-15,2025-03-13,850,850.0,Boleto,Não,-2.0,True,1.0,fênix recuperação de crédito,2026-02-01,20,2337.83,Em Aberto,20.0,Sudeste
PAG_0062191,CONTR_2026_09936,26,2025-10-29,2025-12-03,600,618.93,Pix,Não,35.0,False,1.03155,Fênix Recuperação de Crédito,2026-02-12,130,17693.91,Ajuizado,6.0,Sul
PAG_0062192,CONTR_2026_06353,10,2025-04-05,2025-04-03,600,600.0,Pix,Não,-2.0,True,1.0,Fênix Recuperação de Crédito,2026-03-11,71,5784.23,Em Aberto,39.0,Nordeste
PAG_0062193,CONTR_2026_07656,25,2025-05-05,2025-05-03,600,600.0,Boleto,Sim,-2.0,True,1.0,Acerta Crédito Integrado,2026-03-20,123,12720.48,Em Aberto,97.0,Norte
PAG_0062194,CONTR_2026_07415,27,2025-02-09,2025-03-01,600,615.96,Boleto,Sim,20.0,False,1.0266,Vértice Asset & Cobrança,2026-01-11,128,7137.43,Acordo Firmado,51.0,Nordeste
PAG_0062195,CONTR_2026_09653,9,2025-09-02,,1200,0.0,Débito Automático,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-01-08,123,3029.36,Acordo Firmado,27.0,Sudeste
PAG_0062196,CONTR_2026_06687,40,2026-02-09,2026-02-11,600,612.4,Pix,Sim,2.0,False,1.0206666666666666,Vértice Asset & Cobrança,2026-04-11,119,10877.51,Em Aberto,14.0,Sudeste
PAG_0062197,CONTR_2026_08579,20,2025-02-07,,850,0.0,Pix,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-04-15,80,2144.59,Em Aberto,10.0,Sudeste
PAG_0062198,CONTR_2026_05401,47,2025-06-13,2025-06-27,600,614.77,Débito Automático,Não,14.0,False,1.0246166666666667,Fênix Recuperação de Crédito,2026-04-26,76,3919.46,Em Aberto,1.0,Centro-Oeste
PAG_0062199,CONTR_2026_01442,29,2025-03-07,2025-03-23,600,615.17,Débito Automático,Não,16.0,False,1.0252833333333333,Fênix Recuperação de Crédito,2026-02-06,89,317804.0,Insucesso,57.0,Nordeste
PAG_0062200,CONTR_2026_08993,17,2025-08-11,2025-09-18,600,619.52,Boleto,Não,38.0,False,1.0325333333333333,Vértice Asset & Cobrança,2026-04-15,66,2686.99,Acordo Firmado,57.0,Norte
PAG_0062201,CONTR_2026_00607,24,2025-01-13,2025-01-26,600,614.57,Pix,Não,13.0,False,1.0242833333333334,Fênix Recuperação de Crédito,2026-03-19,115,4342.76,Acordo Firmado,17.0,Nordeste
PAG_0062202,CONTR_2026_03110,16,2025-09-05,2025-09-05,450,450.0,Pix,Não,0.0,True,1.0,Nexus Mediação Financeira,2026-03-20,107,292882.0,Em Aberto,48.0,Norte
PAG_0062203,CONTR_2026_00366,38,2025-06-06,2025-06-05,600,600.0,Boleto,Sim,-1.0,True,1.0,Vértice Asset & Cobrança,2026-02-12,86,2037.78,Em Aberto,64.0,Sudeste
PAG_0062204,CONTR_2026_07344,24,2025-03-26,2025-03-21,850,850.0,Pix,Sim,-5.0,True,1.0,Vértice Asset & Cobrança,2026-01-29,103,8456.79,Em Aberto,7.0,Nordeste
PAG_0062205,CONTR_2026_04042,31,2025-05-29,2025-05-29,450,450.0,Pix,Não,0.0,True,1.0,Vértice Asset & Cobrança,2026-01-21,109,3182.69,Em Aberto,88.0,Nordeste
PAG_0062206,CONTR_2026_09177,28,2025-07-14,,1500,0.0,Débito Automático,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-01-25,74,365586.0,Insucesso,30.0,Sul
PAG_0062207,CONTR_2026_01125,19,2025-04-07,2025-04-04,1200,1200.0,Boleto,Não,-3.0,True,1.0,Nexus Mediação Financeira,2026-03-27,106,3143.87,Acordo Firmado,63.0,Norte
PAG_0062208,CONTR_2026_07997,50,2025-05-05,,450,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-04-30,125,12185.82,Em Aberto,84.0,Nordeste
PAG_0062209,CONTR_2026_08683,33,2025-01-16,2025-01-12,850,850.0,Boleto,Não,-4.0,True,1.0,Fênix Recuperação de Crédito,2026-01-13,63,1335.12,Insucesso,45.0,Sudeste
PAG_0062210,CONTR_2026_03645,2,2025-03-27,,850,0.0,Boleto,Sim,0.0,True,0.0,Acerta Crédito Integrado,2026-04-10,70,28615.0,Em Aberto,44.0,Sul
PAG_0062211,CONTR_2026_04225,35,2025-09-24,2025-09-20,850,850.0,Boleto,Não,-4.0,True,1.0,Nexus Mediação Financeira,2026-03-15,56,185254.0,Em Aberto,24.0,Sudeste
PAG_0062212,CONTR_2026_02027,50,2025-07-29,,600,0.0,Pix,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-03-04,131,3752.35,Ajuizado,31.0,Sudeste
PAG_0062213,CONTR_2026_00021,54,2025-05-20,2025-05-15,600,600.0,Boleto,Não,-5.0,True,1.0,Nexus Mediação Financeira,2026-01-22,65,2084.87,Em Aberto,89.0,Sudeste
PAG_0062214,CONTR_2026_08220,45,2025-04-28,,450,0.0,Pix,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-02-27,108,3387.23,Insucesso,84.0,Nordeste
PAG_0062215,CONTR_2026_05019,35,2025-06-15,2025-06-17,450,459.3,Pix,Não,2.0,False,1.0206666666666666,Nexus Mediação Financeira,2026-04-20,135,5725.53,Acordo Firmado,66.0,Sudeste
PAG_0062216,CONTR_2026_07072,19,2026-02-24,,600,0.0,Boleto,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-16,62,1243.79,Acordo Firmado,25.0,Nordeste
PAG_0062217,CONTR_2026_01454,13,2026-02-17,2026-02-12,850,850.0,Boleto,Não,-5.0,True,1.0,Nexus Mediação Financeira,2026-04-09,75,4287.56,Insucesso,28.0,Nordeste
PAG_0062218,CONTR_2026_05257,17,2025-01-23,2025-01-22,600,600.0,Pix,Sim,-1.0,True,1.0,Fênix Recuperação de Crédito,2026-02-03,85,8383.38,Ajuizado,29.0,Nordeste
PAG_0062219,CONTR_2026_06462,27,2025-09-27,,850,0.0,Pix,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-02-14,78,4401.71,Insucesso,16.0,Sudeste
PAG_0062220,CONTR_2026_04836,11,2025-02-15,2025-02-13,850,850.0,Boleto,Sim,-2.0,True,1.0,Fênix Recuperação de Crédito,2026-01-30,99,1483.6,Ajuizado,85.0,Sudeste
PAG_0062221,CONTR_2026_05987,29,2026-03-21,2026-03-20,1500,1500.0,Pix,Não,-1.0,True,1.0,Nexus Mediação Financeira,2026-01-22,131,309803.0,Insucesso,58.0,Nordeste
PAG_0062222,CONTR_2026_01476,42,2026-02-10,2026-02-10,450,450.0,Pix,Não,0.0,True,1.0,Nexus Mediação Financeira,2026-03-27,107,2146.4,Acordo Firmado,95.0,Sudeste
PAG_0062223,CONTR_2026_00936,56,2025-11-17,,850,0.0,Pix,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-04-14,90,3835.24,Ajuizado,49.0,Sudeste
PAG_0062224,CONTR_2026_08427,5,2025-10-04,2026-01-13,450,474.0,Boleto,Não,101.0,False,1.0533333333333332,Fênix Recuperação de Crédito,2026-04-21,101,4805.55,Acordo Firmado,9.0,Nordeste
PAG_0062225,CONTR_2026_00035,4,2025-10-21,2025-10-19,600,600.0,Boleto,Não,-2.0,True,1.0,Vértice Asset & Cobrança ,2026-04-27,109,4160.38,Ajuizado,91.0,Sul
PAG_0062226,CONTR_2026_08531,50,2026-01-15,2026-01-11,600,600.0,Boleto,Não,-4.0,True,1.0,fênix recuperação de crédito,2026-02-03,36,3455.26,Ajuizado,50.0,Sudeste
PAG_0062227,CONTR_2026_03526,2,2025-04-06,,1500,0.0,Pix,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-04-14,38,16177.1,Em Aberto,22.0,Centro-Oeste
PAG_0062228,CONTR_2026_09695,35,2025-03-20,2025-03-18,1200,1200.0,Pix,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-04-25,145,1519.62,Em Aberto,75.0,Nordeste
PAG_0062229,CONTR_2026_05979,7,2025-04-14,2025-04-10,1500,1500.0,Boleto,Não,-4.0,True,1.0,Nexus Mediação Financeira,2026-01-19,89,1682.1,Acordo Firmado,32.0,Sudeste
PAG_0062230,CONTR_2026_07808,26,2026-02-10,2026-02-08,600,600.0,Pix,Não,-2.0,True,1.0,Acerta Crédito Integrado,2026-02-26,98,2522.3,Acordo Firmado,63.0,Sul
PAG_0062231,CONTR_2026_00706,8,2025-02-18,,850,0.0,Pix,Sim,0.0,True,0.0,Vértice Asset & Cobrança ,2026-01-14,96,16376.16,Ajuizado,100.0,Sudeste
PAG_0062232,CONTR_2026_04848,57,2026-01-20,2026-02-16,450,463.01,Boleto,Não,27.0,False,1.028911111111111,Fênix Recuperação de Crédito,2026-01-08,78,11569.49,Acordo Firmado,30.0,Nordeste
PAG_0062233,CONTR_2026_04345,49,2026-03-17,2026-03-14,450,450.0,Pix,Não,-3.0,True,1.0,Nexus Mediação Financeira,2026-01-15,86,1823.04,Insucesso,69.0,Norte
PAG_0062234,CONTR_2026_09317,33,2026-03-02,2026-02-25,1500,1500.0,Boleto,Sim,-5.0,True,1.0,Acerta Crédito Integrado,2026-03-04,98,4412.77,Em Aberto,22.0,Centro-Oeste
PAG_0062235,CONTR_2026_05335,60,2026-01-25,2026-01-24,850,850.0,Pix,Não,-1.0,True,1.0,Vértice Asset & Cobrança ,2026-01-23,100,12535.91,Acordo Firmado,45.0,Sudeste
PAG_0062236,CONTR_2026_07468,11,2025-04-05,2025-04-21,1500,1537.92,Boleto,Não,16.0,False,1.02528,Nexus Mediação Financeira,2026-03-23,108,6536.01,Em Aberto,3.0,Sudeste
PAG_0062237,CONTR_2026_09792,22,2025-12-06,,1200,0.0,Boleto,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-03-26,76,4784.58,Acordo Firmado,44.0,Nordeste
PAG_0062238,CONTR_2026_04531,14,2025-09-04,2025-12-15,850,895.61,Boleto,Sim,102.0,False,1.0536588235294118,Vértice Asset & Cobrança,2026-04-24,82,5864.76,Acordo Firmado,40.0,Sul
PAG_0062239,CONTR_2026_00239,56,2025-09-10,,850,0.0,Boleto,Sim,0.0,True,0.0,Nexus Mediação Financeira,2026-04-15,37,7339.14,Acordo Firmado,65.0,Centro-Oeste
